nom_normal,nom_munici,ine_mun,X,Y,x,y
Calle Jaras,Punta Umbría,21060,,,-7.05308508422773,37.212646024228
Calle Boqueron,Sevilla,41091,,,-5.983578000883454,37.42616799983501
Calle Granada,La Carolina,23024,,,-3.585672000401493,38.28441600030127
Calle Alameda,Marchena,41060,,,-5.4062209999999595,37.32840100000004
Calle Pilanos,Gérgal,04050,,,-2.5358170288766,37.115838459092
Calle San Juan,Puerto Serrano,11029,,,-5.54638418199988,36.92224587
Calle San Cayetano,Las Tres Villas,04901,,,-2.7354314783709,37.177512673508
Calle Alonso Florez,Málaga,29067,,,-4.464060537890903,36.72483860331383
Calle Flora,Chirivel,04037,,,-2.266299999980835,37.59738000010461
Calle Santa María de Valverde,Sevilla,41091,,,-5.9738470004668365,37.40215099983083
Calle Almazareros,Sevilla,41091,,,-5.9608540007164725,37.42302900004749
Calle Benito Daza,Algeciras,11004,,,-5.45888699999995,36.1473690000001
Plaza Agua Clara,Algeciras,11004,,,-5.457844999999907,36.14150700000005
Carretera Cementerio Municipal,Algar,11003,,,-5.665407000332693,36.65941000017146
Calle las Acacias,Algeciras,11004,,,-5.45958799999994,36.15803400000004
Calle Alonso de Ojeda,Algeciras,11004,,,-5.446767999999906,36.11813100000006
Calle Ceres,Carmona,41024,,,-5.65536150352654,37.468449315366634
Plaza Virgen de la Piedad,La Carolina,23024,,,-3.6245430000340733,38.27050999955583
Calle Laguna Larga Trece,Alcalá de Guadaíra,41004,,,-5.879354684286867,37.378471013147916
Calle Ciudad de Oliva,Sevilla,41091,,,-5.9293920004082885,37.41216500007361
Calle los Álamos,Algeciras,11004,,,-5.456486999999925,36.15552700000006
Calle Nicolás Alperiz,Alcalá de Guadaíra,41004,,,-5.849445999810203,37.33323000015832
Calle Moraima,Huétor Vega,18101,,,-3.5724950004437566,37.14786700016211
Plaza las Especias,Alcalá de Guadaíra,41004,,,-5.789031999880112,37.3625029997499
Calle Miguel de Unamuno,Vícar,04102,,,-2.644080999855726,36.79979300029527
Calle el Cercado de Ignacia,Burguillos,41019,,,-5.96693500005017,37.5860229998616
Calle Zaragoza,Alcalá de Guadaíra,41004,,,-5.840552000515078,37.34042799981661
Calle Doña Jimena,Alcalá de Guadaíra,41004,,,-5.839380000163816,37.34258499965999
Calle los Arcos,Algeciras,11004,,,-5.45801599999993,36.12670200000008
Calle Maestro Rodrigo,Alcalá de Guadaíra,41004,,,-5.849556999504723,37.343567000283194
Urbanización Bahía Azul,Algeciras,11004,,,-5.4457519999999136,36.159834000000046
Calle Betsaida,Alcalá de Guadaíra,41004,,,-5.832952000107617,37.34478999985678
Calle Cádiz,Zurgena,04103,,,-2.040444000290185,37.35258399965201
Calle Cánovas del Castillo,Alcalá de Guadaíra,41004,,,-5.826853000313191,37.34380599954381
Calle Tonelero,Alcalá de Guadaíra,41004,,,-5.833530999487944,37.33870600007052
Calle Betonica,Alcalá de Guadaíra,41004,,,-5.85768967,37.33156406
Calle Hospitalidad,Alcalá de Guadaíra,41004,,,-5.883893000527271,37.29748199964544
Calle La Red Veintiuno,Alcalá de Guadaíra,41004,,,-5.890671745579929,37.37492611380029
Calle Mar del Norte,Alcalá de Guadaíra,41004,,,-5.848500999643622,37.346454999928724
Calle Cabo de la Nave,Algeciras,11004,,,-5.440426999999943,36.164299000000085
Calle Bogotá,Alcalá de Guadaíra,41004,,,-5.86185904650455,37.3135978883254
Calle Grandeza,Alcalá de Guadaíra,41004,,,-5.883886999582419,37.298865000140495
Calle Llano Amarillo,Alcalá de Guadaíra,41004,,,-5.839019000518885,37.338042999644614
Calle Alicante,Alcalá de Guadaíra,41004,,,-5.834619999467419,37.33403800011182
Calle Abril,Alcalá de Guadaíra,41004,,,-5.863732999639206,37.290997999884574
Urbanización Carteya,Algeciras,11004,,,-5.452666999999906,36.13547500000004
Calle Castillo de Cortegana,Alcalá de Guadaíra,41004,,,-5.851238999895594,37.339380000237774
Avenida la Purisima Concepción,Alcalá de Guadaíra,41004,,,-5.837972999627899,37.344908999849956
Calle José Lafita,Alcalá de Guadaíra,41004,,,-5.850358999570704,37.33431800037524
Calle los Campesinos,Algeciras,11004,,,-5.4588209999999435,36.11211200000008
Plaza el Derribo,Alcalá de Guadaíra,41004,,,-5.8504718076339,37.33491467103
Plaza El Comercio,Alcalá de Guadaíra,41004,,,-5.842530999554032,37.3403090000601
Calle Luis Romera Ojeda,Alcalá de Guadaíra,41004,,,-5.844141851110646,37.34469849463059
Calle Castellon,Algeciras,11004,,,-5.456206999999949,36.12967900000007
Calle Catana,Algeciras,11004,,,-5.447950999999932,36.128253000000086
Calle Dámaso Alonso,Alcalá de Guadaíra,41004,,,-5.8341399995832095,37.33615999963975
Calle Refugio de San Bernardo,Alcalá de Guadaíra,41004,,,-5.834843999766285,37.34647899958478
Calle Notario,Alcalá de Guadaíra,41004,,,-5.8835660001794015,37.30669899956286
Calle Azalea,Alcalá de Guadaíra,41004,,,-5.8424659995404395,37.37528499962595
Calle San Nicolás Doce,Alcalá de Guadaíra,41004,,,-5.901341999734429,37.37020400040551
Calle Ocho (Cam),Lújar,18124,,,-3.3524399999999446,36.732297000000074
Calle Piedra Hincada Uno,Alcalá de Guadaíra,41004,,,-5.8306860004182886,37.34983400020938
Calle Dama de Noche,Alcalá de Guadaíra,41004,,,-5.873459000067267,37.38087100038836
Calle Alonso de Ojeda,Alcalá de Guadaíra,41004,,,-5.856707999819244,37.32773600037405
Calle Nuestra Señora del Dulce Nombre,Alcalá de Guadaíra,41004,,,-5.84242299986741,37.340757000429505
Calle Talleres,Vélez-Rubio,04099,,,-2.0732030003316018,37.64571500000046
Calle La Red Ocho,Alcalá de Guadaíra,41004,,,-5.884581999638265,37.37609499991145
Calle Judea,Alcalá de Guadaíra,41004,,,-5.836666999935401,37.344108999988464
Calle Tarragona,Alcalá de Guadaíra,41004,,,-5.839944999990066,37.33278499984334
Calle Luis Contreras,Alcalá de Guadaíra,41004,,,-5.843479999618979,37.343953000360976
Calle de la Azuda,Alcalá de Guadaíra,41004,,,-5.830200999679733,37.33051500036803
Calle Memphis,Sevilla,41091,,,-5.959990000100646,37.39384200043982
Calle Rincón,Alcalá de Guadaíra,41004,,,-5.880571000096767,37.305400999883496
Calle Padre Marchena,Alcalá de Guadaíra,41004,,,-5.854225000097317,37.3272719999615
Calle Alguacil,Alcalá de Guadaíra,41004,,,-5.882879999685056,37.30855499984873
Calle Cádiz,Alcalá de Guadaíra,41004,,,-5.834354999687943,37.3334629996907
Calle Cabalgata Reyes Silos,Alcalá de Guadaíra,41004,,,-5.850091000554287,37.34539300041063
Calle Lepanto,Alcalá de Guadaíra,41004,,,-5.847974999721408,37.34214400009835
Calle Algabeño,Alcalá de Guadaíra,41004,,,-5.834386999486537,37.34176099976973
Calle Valencia,Alcalá de Guadaíra,41004,,,-5.833839000011876,37.33389299999513
Calle Jesus Corchon,Málaga,29067,,,-4.439370331573541,36.697918139948236
Calle Martín Fernández Navarro,Alcalá de Guadaíra,41004,,,-5.8382339998618,37.34304800008327
Calle Escultor Pineda Calderón,Alcalá de Guadaíra,41004,,,-5.8347899997856345,37.345026999772145
Calle Amadeo Vives,Alcalá de Guadaíra,41004,,,-5.846689999820088,37.34190599986752
Calle Banderillero Juan Montaño,Alcalá de Guadaíra,41004,,,-5.836538000163678,37.3428779998064
Calle Cantillana,Alcalá de Guadaíra,41004,,,-5.842312999873217,37.343740999739786
Calle Bailén,Alcalá de Guadaíra,41004,,,-5.844355000191343,37.33492500026576
Calle Rodrigo de Triana,Alcalá de Guadaíra,41004,,,-5.855452000372241,37.32780300037254
Calle Pino Rojo,Alcalá de Guadaíra,41004,,,-5.854874999572851,37.31650600007777
Calle Jorge Guillén,Alcalá de Guadaíra,41004,,,-5.835340000357588,37.34408700008588
Calle Panamá,Alcalá de Guadaíra,41004,,,-5.852334999681586,37.329729999831905
Calle Sierra Bermeja,Alcalá de Guadaíra,41004,,,-5.8227540000592,37.32638000026247
Calle Castillo de la Monclova,Alcalá de Guadaíra,41004,,,-5.851557999900835,37.34163300010031
Calle Buganvilla Roja,Alcalá de Guadaíra,41004,,,-5.835332000497674,37.33489800029451
Calle Indulgencia,Alcalá de Guadaíra,41004,,,-5.884371999480239,37.296565999747145
Calle Machu-Pichu,Alcalá de Guadaíra,41004,,,-5.85980200031006,37.3255739996497
Calle Esquina Amalia,Íllora,18102,,,-3.9124210001289583,37.25934000024097
Calle la Plata,Alcalá de Guadaíra,41004,,,-5.8450690004626225,37.33825199970905
Calle Fuentes,Alcalá de Guadaíra,41004,,,-5.855734999934798,37.33493600011672
Calle Juan de Dios Díaz,Alcalá de Guadaíra,41004,,,-5.832635000179492,37.335214000256556
Calle Coracha,Alcalá de Guadaíra,41004,,,-5.848221000580416,37.336240000160636
Plaza El Pan,Alcalá de Guadaíra,41004,,,-5.83814699982764,37.32943100037011
Avenida Portugal,Alcalá de Guadaíra,41004,,,-5.843473999619455,37.32337799974857
Camino el Topo,Valverde del Camino,21072,,,-6.7905914383752,37.518708763999
Calle Cima,Alcalá de Guadaíra,41004,,,-5.896002000491111,37.329785999639554
Calle Colombia,Alcalá de Guadaíra,41004,,,-5.854905000388057,37.32915300041721
Calle Fardes,Alcalá de Guadaíra,41004,,,-5.855486000029685,37.32272299983436
Calle Jandula,Alcalá de Guadaíra,41004,,,-5.856613347062947,37.32301662052302
Calle Corazain,Alcalá de Guadaíra,41004,,,-5.8335780001985285,37.34537899981225
Calle Doce de Octubre,Sevilla,41091,,,-5.984876999738826,37.35332200059926
Plaza Pío XII,Alcalá de Guadaíra,41004,,,-5.835898999498857,37.34529499977366
Calle Arena,Alcalá de Guadaíra,41004,,,-5.9175553866787,37.346325102642
Calle Magnesio,Sevilla,41091,,,-5.9560210000090095,37.412375999724325
Calle Escultor Lorenzo de Mercadante,Alcalá de Guadaíra,41004,,,-5.826304000595335,37.34045100025103
Calle Atilano de Acevedo,Alcalá de Guadaíra,41004,,,-5.842754000007766,37.34526199981498
Calle Polysol Siete,Alcalá de Guadaíra,41004,,,-5.8232740003305485,37.35227900006012
Calle El Algarrobo,Alcalá de Guadaíra,41004,,,-5.8443919999962874,37.3337439997054
Calle Jezrael,Alcalá de Guadaíra,41004,,,-5.83490577047079,37.34530157637458
Calle Calandria,Alcalá de Guadaíra,41004,,,-5.862750000027456,37.30560099982403
Calle Gran Bretaña,Alcalá de Guadaíra,41004,,,-5.828584225721989,37.34535481771443
Calle Herrero,Alcalá de Guadaíra,41004,,,-5.849601000197415,37.33455499961623
Calle Azofairon,Alcalá de Guadaíra,41004,,,-5.832221999650189,37.3445579997139
Calle Villa de Madrid,El Puerto de Santa María,11027,,,-6.239643722785243,36.61425617645587
Calle Puerto de Palos,Alcalá de Guadaíra,41004,,,-5.855410000555115,37.32670000021234
Calle Azafran,Alcalá de Guadaíra,41004,,,-5.790289999584176,37.36249500017211
Calle Clavellina,Alcalá de Guadaíra,41004,,,-5.8742870001501055,37.38085100042346
Calle Cementera Siete,Alcalá de Guadaíra,41004,,,-5.8353132637533145,37.356038632936425
Calle Gladiolo,Alcalá de Guadaíra,41004,,,-5.840261999895335,37.37746600000005
Camino de los Sasanta,Cúllar Vega,18057,,,-3.676889999673575,37.155292999972076
Calle Tierra,Sevilla,41091,,,-5.936352000218692,37.41141800011597
Calle Mar Rojo,Alcalá de Guadaíra,41004,,,-5.844940000256779,37.34826100010902
Calle Justicia,Alcalá de Guadaíra,41004,,,-5.859835000119089,37.349663000215315
Camino de Ceveas,Cúllar,18056,,,-2.3951920000106517,37.6144939997984
Calle Augusto Plasencia,Sevilla,41091,,,-5.990408999686372,37.38956099991076
Camino de la Cafiada de las Cameros,Cúllar,18056,,,-2.6365720003973,37.54743900030975
Calle Puerto de la Molina,Sevilla,41091,,,-5.9544689999205715,37.37530900002794
Polígono Ua1,Cúllar,18056,,,-2.5882539998220464,37.58685300036589
Camino de las Chozas,Cúllar,18056,,,-2.582507000097759,37.47290699955862
Camino de la Amarguilla,Cúllar,18056,,,-2.6326549996283175,37.560176999569045
Camino a Cafiada Hermosa,Cúllar,18056,,,-2.4318319998467706,37.554772000327716
Carretera de la Jamula,Cúllar,18056,,,-2.605545077742991,37.55020226532247
Transversal Torralba,Chucena,21030,,,-6.392029999984351,37.36318800032611
Camino de Real Cañada,Cúllar,18056,,,-2.514102000406818,37.51123299980326
Camino Cañada Rosa,Galera,18082,,,-2.558076013796875,37.74305521502633
Camino Gójar,Gójar,18084,,,-3.6146570004201304,37.101127999557704
Calle Acebuche,Burguillos,41019,,,-5.966562999982443,37.578854000212004
Calle las Carrajolas,Burguillos,41019,,,-5.97027800042935,37.5930950004339
Camino Camino de Trasmulas,Chimeneas,18061,,,-3.8777569996856114,37.14473100033561
Carretera Gr-Ne-16,Dehesas de Guadix,18064,,,-3.1041587808029063,37.58680695237912
Urbanización las Viñas,Dílar,18068,,,-3.6140640000534265,37.08524800019522
Camino Margarita,Fonelas,18076,,,-3.179191999810768,37.3633240003026
Carretera GR-5102 de A-401 a Gobernador,Gobernador,18083,,,-3.3333240003022033,37.47538799975655
Camino Garandul,Fonelas,18076,,,-3.218852000419278,37.4304189998371
Camino Carrizal,Fonelas,18076,,,-3.1839079996542976,37.41029499991446
Calle Holanda,Burguillos,41019,,,-5.958031999577088,37.5838830001004
Calle la Carrasca,Orce,18146,,,-2.479453800152596,37.72537023584787
Calle Alamillo,Navas de San Juan,23063,,,-3.3157819998392193,38.184634000259024
Calle José Echegaray,Alcalá de Guadaíra,41004,,,-5.843493999728347,37.34969899998164
Camino la Cañuela,Fonelas,18076,,,-3.2116720002624524,37.42061099989795
Camino la Conservera,Fonelas,18076,,,-3.168724000012321,37.38132300025636
Calle Camelia,Huétor Vega,18101,,,-3.57396199974624,37.1506899999438
Plaza la Libertad,Burguillos,41019,,,-5.9659917053866,37.584712685905
Calle Cervantes,Píñar,18159,,,-3.4396982913428964,37.44161273274155
Calle Clementina,Huétor Vega,18101,,,-3.57012399992242,37.1434420002483
Camino de Gil López,Gójar,18084,,,-3.564164000268256,37.08626700042189
Calle Barranco,Ugíjar,18182,,,-3.1096030003779718,36.92675299995116
Calle Holanda,Huétor Vega,18101,,,-3.57021000029111,37.153417999841
Camino del Navazuelo a Torre-Cardela,Guadahortuna,18088,,,-3.392477999999926,37.51167700000008
Calle Jerez,Arjonilla,23007,,,-4.102797000181214,37.972552000174886
Calle Ojén de Calahonda,Mijas,29070,,,-4.72577900036037,36.4907730002078
Calle San Bartolomé,Úbeda,23092,,,-3.3208469995892074,38.028758000281755
Camino del Pregonero,Gualchos,18093,,,-3.3694800003015897,36.739091000049754
Camino del Panteon de los Burros,Gualchos,18093,,,-3.3803479996602666,36.743606999663484
Calle Verdiales,Alhaurín de la Torre,29007,,,-4.55654300079762,36.65573099986149
Vereda de la Estrella,Güéjar Sierra,18094,,,-3.400692999999933,37.13715300000007
Calle L (Bra),Íllora,18102,,,-3.945484999632871,37.23141400025606
Calle Palomar,Villalba del Alcor,21074,,,-6.4748109996907415,37.39771099958632
Plaza Fuente Grande,Alfacar,18011,,,-3.5536544707216,37.246570765189
Calle Soledad,Fuentes de Andalucía,41042,,,-5.346063000207945,37.460880000206124
Calle Transversal 1 Calle Lepanto,Escacena del Campo,21032,,,-6.3882300001143,37.4070119996042
Barriada el Campico,Sorbas,04086,,,-2.0423000008286203,37.065644999945484
Calle Tamarindo,Alcalá de Guadaíra,41004,,,-5.839713000400662,37.37581300025147
Calle Leander de Riviera,Mijas,29070,,,-4.70390399974683,36.4979780005784
Calle Parroco Muriel,La Palma del Condado,21054,,,-6.54988162099994,37.38096162000005
Camino de las Alcaicerias,Güevéjar,18095,,,-3.5932379999999284,37.25276100000008
Camino las Huertas,Güevéjar,18095,,,-3.589661999999919,37.26112600000005
Vereda de las Solanas,Güevéjar,18095,,,-3.595647999999926,37.26784900000007
Camino de las Piedras de Alfacar,Güevéjar,18095,,,-3.589427999999941,37.264447000000075
Calle Altozano,Castellar,23025,,,-3.1282843087736465,38.257516999609976
Calle Cabo San Roque,Alcalá de Guadaíra,41004,,,-5.85806199980722,37.32098499997364
Camino Lina de las Rodrigas,Guarromán,23039,,,-3.639834000438638,38.19324299976474
Calle Geranio de Las Farolas,Mijas,29070,,,-4.654078338001605,36.509949051014615
Calle Genil,Puerto Serrano,11029,,,-5.540929681999955,36.92346349500008
Camino Cementerio,Huélago,18096,,,-3.2471191779999344,37.42440893600008
Calle Valero,Vélez-Rubio,04099,,,-2.0746250005944438,37.64760899950678
Calle Antonio Machado,Canena,23020,,,-3.478848999581465,38.047133999634525
Calle José Luis Sampedro,Mijas,29070,,,-4.69179099978563,36.4968009997527
Calle Saturno de Riviera,Mijas,29070,,,-4.70334700002168,36.4934629997864
Barriada los Ramos,Sorbas,04086,,,-2.119073000649851,37.195687000404824
Calle Pajaricas,Fuensanta de Martos,23034,,,-3.914267964999908,37.647634735000054
Calle Colector(Poli.Los Llanos),Guarromán,23039,,,-3.6762519999297165,38.189238000333624
Calle Arterial 1(Poli.Los Llano,Guarromán,23039,,,-3.6772809997182048,38.18911700014962
Calle Dr. Aviles Centeno,Láchar,18115,,,-3.828268716344352,37.192198979783825
Calle Chopo,Salteras,41085,,,-6.099467000001868,37.414546999944285
Calle Granada (Martos),Martos,23060,,,-3.969703000393027,37.717269999910755
Calle Antonio Maura,Alcalá de Guadaíra,41004,,,-5.827292999976607,37.3418850000192
Calle Carmen Martín Gaite,Alcalá de Guadaíra,41004,,,-5.823744000144896,37.34527499979835
Calle Cantabria,Mancha Real,23058,,,-3.60348337299996,37.7850528400001
Calle Manuel Bueno,Bonares,21014,,,-6.680942999598864,37.32549499951258
Calle Camioneros,Sorbas,04086,,,-2.131038000202362,37.09985000000716
Avenida Virgen de la Peña,Mijas,29070,,,-4.63632666442924,36.5975787798324
Camino del Baño,Íllora,18102,,,-3.9216959997704315,37.262039999746364
Plaza España,El Real de la Jara,41080,,,-6.15110599999991,37.949347
Calle Viar,Alcalá de Guadaíra,41004,,,-5.857654000041598,37.32268299958415
Camino de las Quebradas Altas,Martos,23060,,,-3.990091999945639,37.73422700037595
Calle Vizcaya,Villanueva del Río Y Minas,41099,,,-5.7121949995994,37.6489559999197
Calle Calerilla Uno,Alcalá de Guadaíra,41004,,,-5.899247182719834,37.29455930757625
Calle Teja,Mijas,29070,,,-4.63233899974571,36.5494339996112
Calle Ascalon,Alcalá de Guadaíra,41004,,,-5.835234999644871,37.345516999762935
Calle Canena,Rus,23074,,,-3.4707399992353,38.0458720000031
Calle Fuengirola,Mijas,29070,,,-4.68551399916325,36.499958999595
Calle Gelves,Sevilla,41091,,,-5.910778999463669,37.38536900011984
Calle Acebuchino,Arahal,41011,,,-5.554280000101451,37.25877899972627
Calle a (Tocon),Íllora,18102,,,-3.9639379998386914,37.23746499961017
Camino del Carril,Lanteira,18117,,,-3.1358927189736177,37.17250411287465
Glorieta Letonia,Sevilla,41091,,,-5.975722999792847,37.346187999260984
Calle Infante Don Carlos,Almonte,21005,,,-6.51325799994879,37.2568400000226
Calle Fragata Canarias,Cañada Rosal,41901,,,-5.20300760579083,37.5964846467125
Plaza del Caballo,La Luisiana,41056,,,-5.244928132854925,37.53024200102781
Calle Pablo Casals,Chiclana de la Frontera,11015,,,-6.146616999999935,36.41140900000005
Paraje Yuste Alto,Las Cabezas de San Juan,41020,,,-5.912382412899101,36.92916362460333
Paraje Ladrillera Los Galgos,La Puebla de Cazalla,41077,,,-5.3078931363367,37.227044016262
Calle Fray Juan Pérez,Sevilla,41091,,,-5.950357000334989,37.40020100055853
Camino el Verdecillo,Valverde del Camino,21072,,,-6.7834229382583,37.531145291813
